id	type	modified	language	rights	rightsHolder	bibliographicCitation	institutionCode	collectionCode	basisOfRecord	occurrenceID	catalogNumber	occurrenceRemarks	individualCount	sex	lifeStage	preparations	disposition	eventDate	year	month	day	verbatimEventDate	habitat	eventRemarks	locationID	continent	waterBody	country	countryCode	stateProvince	locality	verbatimElevation	minimumElevationInMeters	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	georeferencedBy	scientificName	originalNameUsage	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	taxonRemarks
NMR996800084991	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Boloria pales (Fruhstorfer, 1903) (NMR 996800084991)"	NMR	Insecta	PreservedSpecimen	NMR996800084991	NMR996800084991		1			imago	in collection	2004-07-00	2004	7	0					Asia		China	CN-61	Shaanxi	Mount Taibai Shan		3050	33.955	107.763333	WGS84			F.J.A. Slieker	"Callerebia polyphemus  Tytler, 1914"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Callerebia		pales	palina		"(Fruhstorfer, 1903)"		ICZN	accepted	
NMR996800085210	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Boloria sipora (Moore, 1875) (NMR 996800085210)"	NMR	Insecta	PreservedSpecimen	NMR996800085210	NMR996800085210		1			imago	in collection	7/19/01	2001	7	19					Asia		China	CN		"Tian Shan, Narat Mountains, Ikh-Yulduz, Bayan Tal"		3000	0	0					"Callerebia polyphemus  Tytler, 1914"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Callerebia		sipora			"(Moore, 1875)"		ICZN	accepted	
NMR996800085263	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Boloria generator (Staudinger, 1886) (NMR 996800085263)"	NMR	Insecta	PreservedSpecimen	NMR996800085263	NMR996800085263		1			imago	in collection	7/9/06	2006	7	9					Asia		China	CN-65	Xinjiang Uygur	Pass 100 km S of Bayanbulak. S side		3150	0	0					"Callerebia polyphemus  Tytler, 1914"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Callerebia		generator			"(Staudinger, 1886)"		ICZN	accepted	
NMR996800086289	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Callerebia polyphemus Tytler, 1914 (NMR 996800086289)"	NMR	Insecta	PreservedSpecimen	NMR996800086289	NMR996800086289		1			imago	in collection	6/25/06	2006	6	25					Asia		China	CN-53	Yunnan	10 km SW of Dali		2200	25.65	100.166667	WGS84			F.J.A. Slieker	"Callerebia polyphemus  Tytler, 1914"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Callerebia		polyphemus			"Tytler, 1914"		ICZN	accepted	
NMR996800086290	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Callerebia polyphemus Tytler, 1914 (NMR 996800086290)"	NMR	Insecta	PreservedSpecimen	NMR996800086290	NMR996800086290		1			imago	in collection	6/25/06	2006	6	25					Asia		China	CN-53	Yunnan	10 km SW of Dali		2200	25.65	100.166667	WGS84			F.J.A. Slieker	"Callambulyx tatarinovii  (Bremer & Grey, 1853)"		Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Callambulyx		polyphemus			"Tytler, 1914"		ICZN	accepted	
NMR996800086291	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Callerebia polyphemus Tytler, 1914 (NMR 996800086291)"	NMR	Insecta	PreservedSpecimen	NMR996800086291	NMR996800086291		1			imago	in collection	6/25/06	2006	6	25					Asia		China	CN-53	Yunnan	10 km SW of Dali		2200	25.65	100.166667	WGS84			F.J.A. Slieker	"Callambulyx tatarinovii  (Bremer & Grey, 1853)"		Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Callambulyx		polyphemus			"Tytler, 1914"		ICZN	accepted	
NMR996800086358	Physical object	20-02-2015	en	ExColl:E.J. Nieuwenhuis	Natural History Museum Rotterdam	"Coenonympha amaryllis (Stoll, 1782) (NMR 996800086358)"	NMR	Insecta	PreservedSpecimen	NMR996800086358	NMR996800086358		1			imago	in collection	7/22/41	1941	7	22					Asia		China	CN-23	Heilongjiang	Harbin			45.802036	126.560453	WGS84			F.J.A. Slieker	"Boloria gong  (OberthÃ_r, 1884)"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Boloria		amaryllis			"(Stoll, 1782)"		ICZN	accepted	
NMR996800089648	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800089648)"	NMR	Insecta	PreservedSpecimen	NMR996800089648	NMR996800089648		1			imago	in collection	7/11/10	2010	7	11					Asia		China	CN-51	Sichuan	"Jiuzhaigou Nature Reserve, near Nuorilong"		2460	33.160833	103.9125	WGS84			F.J.A. Slieker	"Boloria gong  (OberthÃ_r, 1884)"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Boloria		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800089649	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800089649)"	NMR	Insecta	PreservedSpecimen	NMR996800089649	NMR996800089649		1			imago	in collection	7/11/10	2010	7	11					Asia		China	CN-51	Sichuan	"Jiuzhaigou Nature Reserve, near Nuorilong"		2460	33.160833	103.9125	WGS84			F.J.A. Slieker	"Boloria gong  (OberthÃ_r, 1884)"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Boloria		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800089650	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800089650)"	NMR	Insecta	PreservedSpecimen	NMR996800089650	NMR996800089650		1			imago	in collection	7/11/10	2010	7	11					Asia		China	CN-51	Sichuan	"Jiuzhaigou Nature Reserve, near Nuorilong"		2460	33.160833	103.9125	WGS84			F.J.A. Slieker	"Boloria gong  (OberthÃ_r, 1884)"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Boloria		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800089651	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800089651)"	NMR	Insecta	PreservedSpecimen	NMR996800089651	NMR996800089651		1			imago	in collection	7/11/10	2010	7	11					Asia		China	CN-51	Sichuan	"Jiuzhaigou Nature Reserve, near Nuorilong"		2460	33.160833	103.9125	WGS84			F.J.A. Slieker	"Boloria pales palina (Fruhstorfer, 1903)"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Boloria		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800089652	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800089652)"	NMR	Insecta	PreservedSpecimen	NMR996800089652	NMR996800089652		1			imago	in collection	7/11/10	2010	7	11					Asia		China	CN-51	Sichuan	"Jiuzhaigou Nature Reserve, near Nuorilong"		2460	33.160833	103.9125	WGS84			F.J.A. Slieker	"Boloria pales palina (Fruhstorfer, 1903)"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Boloria		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800089653	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800089653)"	NMR	Insecta	PreservedSpecimen	NMR996800089653	NMR996800089653		1			imago	in collection	7/11/10	2010	7	11					Asia		China	CN-51	Sichuan	"Jiuzhaigou Nature Reserve, near Nuorilong"		2460	33.160833	103.9125	WGS84			F.J.A. Slieker	"Boloria pales palina (Fruhstorfer, 1903)"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Boloria		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800089654	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800089654)"	NMR	Insecta	PreservedSpecimen	NMR996800089654	NMR996800089654		1			imago	in collection	7/11/10	2010	7	11					Asia		China	CN-51	Sichuan	"Jiuzhaigou Nature Reserve, near Nuorilong"		2460	33.160833	103.9125	WGS84			F.J.A. Slieker	"Boloria pales palina (Fruhstorfer, 1903)"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Boloria		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800089655	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800089655)"	NMR	Insecta	PreservedSpecimen	NMR996800089655	NMR996800089655		1			imago	in collection	7/10/10	2010	7	10					Asia		China	CN-51	Sichuan	"Jiuzhaigou Nature Reserve, near Nuorilong"		2050	33.160833	103.9125	WGS84			F.J.A. Slieker	"Boloria pales palina (Fruhstorfer, 1903)"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Boloria		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800089656	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800089656)"	NMR	Insecta	PreservedSpecimen	NMR996800089656	NMR996800089656		1			imago	in collection	7/10/10	2010	7	10					Asia		China	CN-51	Sichuan	"Jiuzhaigou Nature Reserve, near Nuorilong"		2050	33.160833	103.9125	WGS84			F.J.A. Slieker	"Boloria pales palina (Fruhstorfer, 1903)"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Boloria		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800089657	Physical object	20-02-2015	en	ExColl:H.A. Coene	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800089657)"	NMR	Insecta	PreservedSpecimen	NMR996800089657	NMR996800089657		1			imago	in collection	7/10/10	2010	7	10					Asia		China	CN-51	Sichuan	"Jiuzhaigou Nature Reserve, near Nuorilong"		2050	33.160833	103.9125	WGS84			F.J.A. Slieker	"Boloria sipora  (Moore, 1875)"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Boloria		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800096733	Physical object	20-02-2015	en		Natural History Museum Rotterdam	"Stichopthalma howqua Westwood, 1851 (NMR 996800096733)"	NMR	Insecta	PreservedSpecimen	NMR996800096733	NMR996800096733		1			imago	in collection									Asia		China	CN					0	0					"Boloria generator  (Staudinger, 1886)"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Boloria		howqua			"Westwood, 1851"	Jungle Queen Butterfly	ICZN	accepted	
NMR996800097220	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Melanargia asiatica Bozano, 2002 (NMR 996800097220)"	NMR	Insecta	PreservedSpecimen	NMR996800097220	NMR996800097220		1			imago	in collection	7/7/10	2010	7	7					Asia		China	CN-51	Sichuan	"Jiuzhaigou, Jiulong Hotel"		2050	33.287588	103.900072	WGS84			F.J.A. Slieker	"Baradesa omissa  Rothschild, 1917"		Animalia	Arthropoda	Insecta	Lepidoptera	Notodontidae	Baradesa		asiatica	wagneri		"Bozano, 2002"		ICZN	accepted	
NMR996800097221	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Melanargia asiatica Bozano, 2002 (NMR 996800097221)"	NMR	Insecta	PreservedSpecimen	NMR996800097221	NMR996800097221		1			imago	in collection	7/7/10	2010	7	7					Asia		China	CN-51	Sichuan	"Jiuzhaigou, Jiulong Hotel"		2050	33.287588	103.900072	WGS84			F.J.A. Slieker	"Baradesa omissa  Rothschild, 1917"		Animalia	Arthropoda	Insecta	Lepidoptera	Notodontidae	Baradesa		asiatica	wagneri		"Bozano, 2002"		ICZN	accepted	
NMR996800097222	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Melanargia asiatica Bozano, 2002 (NMR 996800097222)"	NMR	Insecta	PreservedSpecimen	NMR996800097222	NMR996800097222		1			imago	in collection	7/10/10	2010	7	10					Asia		China	CN-51	Sichuan	"Jiuzhaigou, Jiulong Hotel"		2050	33.287588	103.900072	WGS84			F.J.A. Slieker	"Atrophaneura plutonius  (OberthÃ_r, 1876)"		Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Atrophaneura		asiatica	wagneri		"Bozano, 2002"		ICZN	accepted	
NMR996800097223	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Melanargia asiatica Bozano, 2002 (NMR 996800097223)"	NMR	Insecta	PreservedSpecimen	NMR996800097223	NMR996800097223		1			imago	in collection	7/10/10	2010	7	10					Asia		China	CN-51	Sichuan	"Jiuzhaigou, Jiulong Hotel"		2050	33.287588	103.900072	WGS84			F.J.A. Slieker	"Atrophaneura plutonius  (OberthÃ_r, 1876)"		Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Atrophaneura		asiatica	wagneri		"Bozano, 2002"		ICZN	accepted	
NMR996800097224	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Melanargia asiatica Bozano, 2002 (NMR 996800097224)"	NMR	Insecta	PreservedSpecimen	NMR996800097224	NMR996800097224		1			imago	in collection	7/10/10	2010	7	10					Asia		China	CN-51	Sichuan	"Jiuzhaigou, Jiulong Hotel"		2050	33.287588	103.900072	WGS84			F.J.A. Slieker	"Atrophaneura nevilli  (Wood-Mason, 1882)"		Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Atrophaneura		asiatica	wagneri		"Bozano, 2002"		ICZN	accepted	
NMR996800097225	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Melanargia asiatica Bozano, 2002 (NMR 996800097225)"	NMR	Insecta	PreservedSpecimen	NMR996800097225	NMR996800097225		1			imago	in collection	7/6/10	2010	7	6					Asia		China	CN-51	Sichuan	"Jiuzhaigou, Jiulong Hotel"		2050	33.287588	103.900072	WGS84			F.J.A. Slieker	"Argynnis xipe  Grum-Grshimailo, 1891"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Argynnis		asiatica	wagneri		"Bozano, 2002"		ICZN	accepted	
NMR996800097226	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Melanargia asiatica Bozano, 2002 (NMR 996800097226)"	NMR	Insecta	PreservedSpecimen	NMR996800097226	NMR996800097226		1			imago	in collection	7/8/10	2010	7	8					Asia		China	CN-51	Sichuan	"Jiuzhaigou Nature Reserve, near Nuorilong"		2460	33.160833	103.9125	WGS84			F.J.A. Slieker	"Argynnis xipe  Grum-Grshimailo, 1891"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Argynnis		asiatica	wagneri		"Bozano, 2002"		ICZN	accepted	
NMR996800097227	Physical object	20-02-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Melanargia asiatica Bozano, 2002 (NMR 996800097227)"	NMR	Insecta	PreservedSpecimen	NMR996800097227	NMR996800097227		1			imago	in collection	7/11/10	2010	7	11					Asia		China	CN-51	Sichuan	Road Jiuzhaigou-Baihe		1490	33.327699	104.030348	WGS84			F.J.A. Slieker	"Argynnis xipe  Grum-Grshimailo, 1891"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Argynnis		asiatica	wagneri		"Bozano, 2002"		ICZN	accepted	
NMR996800101267	Physical object	20-02-2015	en	ExColl:J.P. Kazenbroot	Natural History Museum Rotterdam	"Atrophaneura plutonius (OberthÃ_r, 1876) (NMR 996800101267)"	NMR	Insecta	PreservedSpecimen	NMR996800101267	NMR996800101267		1			imago	in collection	2002-06-00	2002	6	0					Asia		China	CN-51	Sichuan				0	0					"Argynnis xipe  Grum-Grshimailo, 1891"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Argynnis		plutonius			"(OberthÃ_r, 1876)"	Common Windmill	ICZN	accepted	
NMR996800101268	Physical object	20-02-2015	en	ExColl:J.P. Kazenbroot	Natural History Museum Rotterdam	"Atrophaneura plutonius (OberthÃ_r, 1876) (NMR 996800101268)"	NMR	Insecta	PreservedSpecimen	NMR996800101268	NMR996800101268		1			imago	in collection	2002-06-00	2002	6	0					Asia		China	CN-51	Sichuan				0	0					"Araschnia doris  Leech, 1893"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Araschnia		plutonius			"(OberthÃ_r, 1876)"	Common Windmill	ICZN	accepted	
NMR996800101269	Physical object	20-02-2015	en	ExColl:J.P. Kazenbroot	Natural History Museum Rotterdam	"Atrophaneura nevilli (Wood-Mason, 1882) (NMR 996800101269)"	NMR	Insecta	PreservedSpecimen	NMR996800101269	NMR996800101269		1			imago	in collection	2002-06-00	2002	6	0					Asia		China	CN-53	Yunnan				0	0					"Araschnia doris  Leech, 1893"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Araschnia		nevilli			"(Wood-Mason, 1882)"	Nevill's Windmill	ICZN	accepted	
NMR996800101878	Physical object	17-12-2014	en		Natural History Museum Rotterdam	"Antheraea pernyi (GuÃ©rin-Meneville, 1855) (NMR 996800101878)"	NMR	Insecta	PreservedSpecimen	NMR996800101878	NMR996800101878		1			imago	in collection									Asia		China	CN					0	0					"Araschnia doris  Leech, 1893"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Araschnia		pernyi			"(GuÃ©rin-Meneville, 1855)"		ICZN	accepted	
NMR996800102174	Physical object	17-12-2014	en		Natural History Museum Rotterdam	"Clanis bilineata (Walker, 1866) (NMR 996800102174)"	NMR	Insecta	PreservedSpecimen	NMR996800102174	NMR996800102174		1			imago	in collection									Asia		China	CN-37	Shandong	Qingdao			36.086336	120.419375	WGS84			F.J.A. Slieker	"Araschnia doris  Leech, 1893"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Araschnia		bilineata			"(Walker, 1866)"	Two-lined velvet hawkmoth	ICZN	accepted	
NMR996800102175	Physical object	17-12-2014	en		Natural History Museum Rotterdam	"Clanis bilineata (Walker, 1866) (NMR 996800102175)"	NMR	Insecta	PreservedSpecimen	NMR996800102175	NMR996800102175		1			imago	in collection									Asia		China	CN-37	Shandong	Qingdao			36.086336	120.419375	WGS84			F.J.A. Slieker	"Araschnia doris  Leech, 1893"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Araschnia		bilineata			"(Walker, 1866)"	Two-lined velvet hawkmoth	ICZN	accepted	
NMR996800102187	Physical object	17-12-2014	en		Natural History Museum Rotterdam	"Callambulyx tatarinovii (Bremer & Grey, 1853) (NMR 996800102187)"	NMR	Insecta	PreservedSpecimen	NMR996800102187	NMR996800102187		1			imago	in collection	1989-06-00	1989	6	0					Asia		China	CN-23	Heilongjiang	MaÅ‚y Chingan		500	48.791178	127.208279	WGS84			F.J.A. Slieker	"Araragi sugiyamai  Matsui, 1989"		Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Araragi		tatarinovii			"(Bremer & Grey, 1853)"		ICZN	accepted	
NMR996800102188	Physical object	17-12-2014	en		Natural History Museum Rotterdam	"Callambulyx tatarinovii (Bremer & Grey, 1853) (NMR 996800102188)"	NMR	Insecta	PreservedSpecimen	NMR996800102188	NMR996800102188		1			imago	in collection	1989-06-00	1989	6	0					Asia		China	CN-23	Heilongjiang	MaÅ‚y Chingan		500	48.791178	127.208279	WGS84			F.J.A. Slieker	"Araragi sugiyamai  Matsui, 1989"		Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Araragi		tatarinovii			"(Bremer & Grey, 1853)"		ICZN	accepted	
NMR996800107013	Physical object	17-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800107013)"	NMR	Insecta	PreservedSpecimen	NMR996800107013	NMR996800107013		1			imago	in collection	6/21/09	2009	6	21					Asia		China	CN-51	Sichuan	"Jiuzhaigou, Jiulong Hotel"		2050	33.287588	103.900072	WGS84			F.J.A. Slieker	"Araragi sugiyamai  Matsui, 1989"		Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Araragi		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800107014	Physical object	17-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800107014)"	NMR	Insecta	PreservedSpecimen	NMR996800107014	NMR996800107014		1			imago	in collection	6/21/09	2009	6	21					Asia		China	CN-51	Sichuan	"Jiuzhaigou, Jiulong Hotel"		2050	33.287588	103.900072	WGS84			F.J.A. Slieker	"Araragi sugiyamai  Matsui, 1989"		Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Araragi		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800107015	Physical object	17-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800107015)"	NMR	Insecta	PreservedSpecimen	NMR996800107015	NMR996800107015		1			imago	in collection	6/21/09	2009	6	21					Asia		China	CN-51	Sichuan	"Jiuzhaigou, Jiulong Hotel"		2050	33.287588	103.900072	WGS84			F.J.A. Slieker	"Araragi sugiyamai  Matsui, 1989"		Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Araragi		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800107016	Physical object	17-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800107016)"	NMR	Insecta	PreservedSpecimen	NMR996800107016	NMR996800107016		1			imago	in collection	6/21/09	2009	6	21					Asia		China	CN-51	Sichuan	"Jiuzhaigou, Jiulong Hotel"		2050	33.287588	103.900072	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800107017	Physical object	17-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800107017)"	NMR	Insecta	PreservedSpecimen	NMR996800107017	NMR996800107017		1			imago	in collection	6/21/09	2009	6	21					Asia		China	CN-51	Sichuan	"Jiuzhaigou, Jiulong Hotel"		2050	33.287588	103.900072	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800107018	Physical object	17-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800107018)"	NMR	Insecta	PreservedSpecimen	NMR996800107018	NMR996800107018		1			imago	in collection	6/21/09	2009	6	21					Asia		China	CN-51	Sichuan	"Jiuzhaigou, Jiulong Hotel"		2050	33.287588	103.900072	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800107019	Physical object	17-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800107019)"	NMR	Insecta	PreservedSpecimen	NMR996800107019	NMR996800107019		1			imago	in collection	6/21/09	2009	6	21					Asia		China	CN-51	Sichuan	"Jiuzhaigou, Jiulong Hotel"		2050	33.287588	103.900072	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800107020	Physical object	17-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800107020)"	NMR	Insecta	PreservedSpecimen	NMR996800107020	NMR996800107020		1			imago	in collection	6/21/09	2009	6	21					Asia		China	CN-51	Sichuan	"Jiuzhaigou, Jiulong Hotel"		2050	33.287588	103.900072	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800107021	Physical object	17-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800107021)"	NMR	Insecta	PreservedSpecimen	NMR996800107021	NMR996800107021		1			imago	in collection	6/21/09	2009	6	21					Asia		China	CN-51	Sichuan	"Jiuzhaigou, Jiulong Hotel"		2050	33.287588	103.900072	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800107022	Physical object	17-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800107022)"	NMR	Insecta	PreservedSpecimen	NMR996800107022	NMR996800107022		1			imago	in collection	6/21/09	2009	6	21					Asia		China	CN-51	Sichuan	"Jiuzhaigou, Jiulong Hotel"		2050	33.287588	103.900072	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800107023	Physical object	17-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800107023)"	NMR	Insecta	PreservedSpecimen	NMR996800107023	NMR996800107023		1			imago	in collection	6/21/09	2009	6	21					Asia		China	CN-51	Sichuan	"Jiuzhaigou, Jiulong Hotel"		2050	33.287588	103.900072	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800107024	Physical object	17-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800107024)"	NMR	Insecta	PreservedSpecimen	NMR996800107024	NMR996800107024		1			imago	in collection	6/21/09	2009	6	21					Asia		China	CN-51	Sichuan	"Jiuzhaigou, Jiulong Hotel"		2050	33.287588	103.900072	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
